Admin Region Name,Admin Region Code,Series Name,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
"Maldives, South Province",MDV_South_Province_AGG297,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Mali,MLI,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mali, Bamako",MLI_Bamako_81878,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mali, Gao",MLI_Gao_ML.GA_1927_MLI002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mali, Kayes",MLI_Kayes_ML.KY_1928_MLI003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mali, Kayes and Koulikoro",MLI_Kayes_Koulikoro_AGG_MAL_Survey_115,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mali, Kidal",MLI_Kidal_ML.KD_1929_MLI004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mali, Koulikoro",MLI_Koulikoro_ML.KO_1930_MLI005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mali, Mopti",MLI_Mopti_ML.MO_1931_MLI006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mali, Mopti and Gao and Tombouctou",MLI_Gao_Mopti_Tombouctou_AGG_MAL_Survey_116,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mali, Segou",MLI_Segou_ML.SG_1932_MLI007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mali, Sikasso",MLI_Sikasso_ML.SK_1933_MLI008,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mali, Sikasso and S‚gou",MLI_Segou_and_Sikasso_AGG_MAL_Survey_117,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mali, Tombouctou",MLI_Tombouctou_ML.TO_1934_MLI009,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Mauritania,MRT,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mauritania, Adrar",MRT_Adrar_MR.AD_2004_MRT001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.4,..,..,..
"Mauritania, Assaba",MRT_Assaba_MR.AS_2005_MRT002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,3.4,..,..,..
"Mauritania, Brakna",MRT_Brakna_MR.BR_2006_MRT003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,4.9,..,..,..
"Mauritania, Centre",MRT_Centre_AGG505,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mauritania, Dakhlet-Nouadhibou",MRT_Dakhlet-Nouadhibou_MR.DN_2007_MRT004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.8,..,..,..
"Mauritania, Fleuve",MRT_Fleuve_MAL-107,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mauritania, Gorgol",MRT_Gorgol_MR.GO_2008_MRT005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,6.4,..,..,..
"Mauritania, Guidimakha",MRT_Guidimakha_MR.GU_2009_MRT006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,4.7,..,..,..
"Mauritania, Hodh Ech Chargi",MRT_Hodh_Ech_Chargi_MR.HC_2010_MRT007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,6,..,..,..
"Mauritania, Hodh El Gharbi",MRT_Hodh_El_Gharbi_MR.HG_2011_MRT008,"Prevalence of severe wasting, weight for height (% of children under 5)",..,4.2,..,..,..
"Mauritania, Nord",MRT_Nord_AGG507,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mauritania, Nouadhibou",MRT_Nouadhibou_19504,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mauritania, Nouakchott",MRT_Nouakchott_MR.NO_2013_MRT010,"Prevalence of severe wasting, weight for height (% of children under 5)",..,2.8,..,..,..
"Mauritania, Sud",MRT_Sud_AGG509,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mauritania, Sud-est",MRT_Sud-est_MAL-108,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mauritania, Tagant",MRT_Tagant_MR.TG_2014_MRT011,"Prevalence of severe wasting, weight for height (% of children under 5)",..,4,..,..,..
"Mauritania, Tiris-Zemmour",MRT_Tiris-Zemmour_MR.TZ_2015_MRT012,"Prevalence of severe wasting, weight for height (% of children under 5)",..,3.1,..,..,..
"Mauritania, Trarza",MRT_Trarza_MR.TR_2016_MRT013,"Prevalence of severe wasting, weight for height (% of children under 5)",..,2.8,..,..,..
Mexico,MEX,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Aguascalientes",MEX_Aguascalientes_MX.AG_2028_MEX001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0,..,..,..
"Mexico, Altiplano Este",MEX_Altiplano_Este_MAL-109,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Altiplano Norte",MEX_Altiplano_Norte_MAL-110,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Baja California",MEX_Baja_California_MX.BN_2029_MEX002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0,..,..,..
"Mexico, Baja California Sur",MEX_Baja_California_Sur_MX.BS_2030_MEX003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0,..,..,..
"Mexico, Bajio",MEX_Bajio_MAL-111,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Campeche",MEX_Campeche_MX.CM_2031_MEX004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.4,..,..,..
"Mexico, Centro",MEX_Centro_20974,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Centro Norte",MEX_Centro_Norte_MAL-112,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Chiapas",MEX_Chiapas_MX.CP_2032_MEX005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.2,..,..,..
"Mexico, Chihuahua",MEX_Chihuahua_MX.CH_2033_MEX006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.3,..,..,..
"Mexico, Ciudad de Mexico",MEX_Ciudad_de_Mexico_MAL-113,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Coahuila",MEX_Coahuila_MX.CA_2034_MEX007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0,..,..,..
"Mexico, Colima",MEX_Colima_MX.CL_2035_MEX008,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0,..,..,..
"Mexico, Distrito Federal",MEX_Distrito_Federal_MX.DF_2036_MEX033,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0,..,..,..
"Mexico, Durango",MEX_Durango_MX.DU_2037_MEX010,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.1,..,..,..
"Mexico, Frontera Norte",MEX_Frontera_Norte_MAL-114,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Golfo Centro",MEX_Golfo_Centro_MAL-115,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Golfo Sureste",MEX_Golfo_Sureste_MAL-116,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Guanajuato",MEX_Guanajuato_MX.GJ_2038_MEX011,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.1,..,..,..
"Mexico, Guerrero",MEX_Guerrero_MX.GR_2039_MEX012,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.4,..,..,..
"Mexico, Hidalgo",MEX_Hidalgo_MX.HI_2040_MEX013,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0,..,..,..
"Mexico, Huasteca and  Sierra",MEX_Huasteca_and_Sierra_MAL-117,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Huasteca y Sierra",MEX_Huasteca_and_Sierra_1989,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Indigenous (no)",MEX_Indigenous_no_MAL-118,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Indigenous (yes)",MEX_Indigenous_yes_MAL-119,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Jalisco",MEX_Jalisco_MX.JA_2041_MEX014,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0,..,..,..
"Mexico, Mexico",MEX_Mexico_MX.MX_2042_MEX015,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.2,..,..,..
"Mexico, Michoacan",MEX_Michoacan_MX.MC_2043_MEX016,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.2,..,..,..
"Mexico, Mixteca and Canada",MEX_Mixteca_and_Canada_MAL-120,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Mixteca y Canada",MEX_Mixteca_and_Canada_1989,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Morelos",MEX_Morelos_MX.MR_2044_MEX017,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.3,..,..,..
"Mexico, Nayarit",MEX_Nayarit_MX.NA_2045_MEX018,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.1,..,..,..
"Mexico, Norte",MEX_Norte_MAL-121,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Norte Centro",MEX_Norte_Centro_MAL-122,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, North-Central",MEX_North-Central_AGG306,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Northeast",MEX_Northeast_AGG307,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Northwest",MEX_Northwest_AGG308,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Nuevo Leon",MEX_Nuevo_Leon_MX.NL_2046_MEX019,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.2,..,..,..
"Mexico, Oaxaca",MEX_Oaxaca_MX.OA_2047_MEX020,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0,..,..,..
"Mexico, Pacifico Norte",MEX_Pacifico_Norte_MAL-123,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Pacifico Sur",MEX_Pacifico_Sur_MAL-124,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Puebla",MEX_Puebla_MX.PU_2048_MEX021,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1,..,..,..
"Mexico, Queretaro",MEX_Queretaro_MX.QE_2049_MEX022,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.2,..,..,..
"Mexico, Quintana Roo",MEX_Quintana_Roo_MX.QR_2050_MEX023,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.6,..,..,..
"Mexico, San Luis Potosi",MEX_San_Luis_Potosi_MX.SL_2051_MEX024,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.3,..,..,..
"Mexico, Sinaloa",MEX_Sinaloa_MX.SI_2052_MEX025,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0,..,..,..
"Mexico, Sonora",MEX_Sonora_MX.SO_2053_MEX026,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0,..,..,..
"Mexico, Southeast",MEX_Southeast_AGG310,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Southwest",MEX_Southwest_AGG311,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Sur",MEX_Sur_MAL-128,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Tabasco",MEX_Tabasco_MX.TB_2054_MEX027,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.5,..,..,..
"Mexico, Tamaulipas",MEX_Tamaulipas_MX.TM_2055_MEX028,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.1,..,..,..
"Mexico, Tlaxcala",MEX_Tlaxcala_MX.TL_2056_MEX029,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.4,..,..,..
"Mexico, Veracruz",MEX_Veracruz_MX.VE_2057_MEX030,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.4,..,..,..
"Mexico, West",MEX_West_AGG312,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mexico, Yucatan",MEX_Yucatan_MX.YU_2058_MEX031,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0,..,..,..
"Mexico, Zacatecas",MEX_Zacatecas_MX.ZA_2059_MEX032,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.6,..,..,..
Moldova,MDA,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Moldova, Centru",MDA_Centru_AGG116,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,0.2,..,..
"Moldova, Chisinau Region",MDA_Chisinau_AGG115,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,0.3,..,..
"Moldova, Nord",MDA_Nord_AGG113,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,0.2,..,..
"Moldova, Sud",MDA_Sud_AGG114,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,1.2,..,..
Mongolia,MNG,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mongolia, Bulgan",MNG_Bulgan_MN.BU_2078_MNG004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mongolia, Central",MNG_Central_AGG515,"Prevalence of severe wasting, weight for height (% of children under 5)",0,..,..,0.3,..
"Mongolia, Dundgovi",MNG_Dundgovi_MN.DU_2083_MNG009,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mongolia, Eastern",MNG_Eastern_AGG516,"Prevalence of severe wasting, weight for height (% of children under 5)",0.6,..,..,0.3,..
"Mongolia, Khangai",MNG_Khangai_MAL-129,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mongolia, Northern",MNG_Northern_AGG518,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mongolia, Southern",MNG_Southern_AGG520,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mongolia, Ulaanbaatar",MNG_Ulaanbaatar_MN.UB_2095_MNG020,"Prevalence of severe wasting, weight for height (% of children under 5)",0.8,..,..,0.4,..
"Mongolia, Western",MNG_Western_AGG522,"Prevalence of severe wasting, weight for height (% of children under 5)",1.3,..,..,0.6,..
Montenegro,MNE,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Montenegro, Centralni",MNE_Centralni_AGG118,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,0.3,..
"Montenegro, Primorski",MNE_Primorski_AGG119,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,2.4,..
"Montenegro, Roma settlements",MNE_Roma_settlements_MAL-131,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Montenegro, Roma settlements - separate N",MNE_Roma_settlements_2013,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Montenegro, Sjeverni",MNE_Sjeverni_AGG120_55,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,2,..
Morocco,MAR,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Morocco, Central",MAR_Central_AGG043,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Morocco, Chaouia-Ouardigha",MAR_Chaouia-Ouardigha_MA.CO_147326_MAR001,"Prevalence of severe wasting, weight for height (% of children under 5)",0,..,..,..,..
"Morocco, Doukkala-Abda",MAR_Doukkala-Abda_MA.DA_147327_MAR002,"Prevalence of severe wasting, weight for height (% of children under 5)",1.8,..,..,..,..
"Morocco, Fes-Boulemane",MAR_Fes-Boulemane_MA.FB_147328_MAR003,"Prevalence of severe wasting, weight for height (% of children under 5)",0.6,..,..,..,..
"Morocco, Gharb-Chrarda-Beni Hssen",MAR_Gharb-Chrarda-Beni_Hssen_MA.GB_147329_MAR004,"Prevalence of severe wasting, weight for height (% of children under 5)",3.3,..,..,..,..
"Morocco, Grand Casablanca",MAR_Grand_Casablanca_MA.GC_147330_MAR005,"Prevalence of severe wasting, weight for height (% of children under 5)",0.3,..,..,..,..
"Morocco, Greater Tensift",MAR_Greater_Tensift_AGG044,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Morocco, Guelmim-Es-Semara",MAR_Guelmim-Es-Semara_MA.GE_147331_MAR006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Morocco, Marrakech-Tensift-El Haouz",MAR_Marrakech-Tensift-El_Haouz_MA.MK_147333_MAR008,"Prevalence of severe wasting, weight for height (% of children under 5)",1.7,..,..,..,..
"Morocco, Meknes-Tafilalet",MAR_Meknes-Tafilalet_MA.MT_2107_MAR009,"Prevalence of severe wasting, weight for height (% of children under 5)",0.5,..,..,..,..
"Morocco, North Central",MAR_North_Central_AGG046,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Morocco, North West",MAR_North_West_AGG46_55,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Morocco, Oriental",MAR_Oriental_MA.OR_2109_MAR010,"Prevalence of severe wasting, weight for height (% of children under 5)",1.3,..,..,..,..
"Morocco, Rabat-Sale-Zemmour-Zaer",MAR_Rabat-Sale-Zemmour-Zaer_MA.RS_147334_MAR011,"Prevalence of severe wasting, weight for height (% of children under 5)",0.8,..,..,..,..
"Morocco, Souss-Massa-Draa",MAR_Souss-Massa-Draa_MA.SM_147335_MAR012,"Prevalence of severe wasting, weight for height (% of children under 5)",0.1,..,..,..,..
"Morocco, South",MAR_South_AGG047_5,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Morocco, South Central",MAR_South_Central_AGG047,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Morocco, Tadla-Azilal",MAR_Tadla-Azilal_MA.TD_147336_MAR013,"Prevalence of severe wasting, weight for height (% of children under 5)",0.6,..,..,..,..
"Morocco, Tangier-Tetouan",MAR_Tangier-Tetouan_MA.TO_147337_MAR014,"Prevalence of severe wasting, weight for height (% of children under 5)",0.6,..,..,..,..
"Morocco, Taza-Al Hoceima-Taounate",MAR_Taza-Al_Hoceima-Taounate_MA.TH_147338_MAR015,"Prevalence of severe wasting, weight for height (% of children under 5)",0.7,..,..,..,..
"Morocco, Western Sahara",MAR_Western_Sahara_AGG048_55,"Prevalence of severe wasting, weight for height (% of children under 5)",2.4,..,..,..,..
Mozambique,MOZ,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mozambique, Cabo Delgado",MOZ_Cabo_Delgado_MZ.CD_2112_MOZ001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.4,..,..,..
"Mozambique, Cidade de Maputo",MOZ_Cidade_de_Maputo_41374,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Mozambique, Gaza",MOZ_Gaza_MZ.GA_2113_MOZ002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.4,..,..,..
"Mozambique, Inhambane",MOZ_Inhambane_MZ.IN_2114_MOZ003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.5,..,..,..
"Mozambique, Manica",MOZ_Manica_MZ.MN_2115_MOZ004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,3.6,..,..,..
"Mozambique, Maputo",MOZ_Maputo_MZ.MA_41373_MOZ005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.5,..,..,..
"Mozambique, Maputo City",MOZ_Maputo_City_MZ.MC_2117.1_MOZ006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,0.9,..,..,..
"Mozambique, Nampula",MOZ_Nampula_MZ.NM_2118_MOZ007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,3.2,..,..,..
"Mozambique, Niassa",MOZ_Niassa_MZ.NS_2119_MOZ008,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1,..,..,..
"Mozambique, Sofala",MOZ_Sofala_MZ.SO_2120_MOZ009,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.6,..,..,..
"Mozambique, Tete",MOZ_Tete_MZ.TE_2121_MOZ010,"Prevalence of severe wasting, weight for height (% of children under 5)",..,1.9,..,..,..
"Mozambique, Zambezia",MOZ_Zambezia_MZ.ZA_2122_MOZ011,"Prevalence of severe wasting, weight for height (% of children under 5)",..,4.5,..,..,..
Myanmar,MMR,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Myanmar, Ayeyawaddy",MMR_Ayeyawaddy_MM.AY_2126_MMR001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Myanmar, Bago",MMR_Bago_41782,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Myanmar, Bago-East",MMR_Bago-East_MM.BE_41772_MMR002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Myanmar, Bago-West",MMR_Bago-West_MM.BW_41773_MMR003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Myanmar, Chin",MMR_Chin_MM.CH_2125_MMR004,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Myanmar, Kachin",MMR_Kachin_MM.KA_2127_MMR005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Myanmar, Kayar",MMR_Kayar_MM.KY_2129_MMR006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Myanmar, Kayin",MMR_Kayin_MM.KI_2128_MMR007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Myanmar, Magway",MMR_Magway_MM.MA_2130_MMR008,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Myanmar, Magway District",MMR_Magway_41797,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Myanmar, Mandalay",MMR_Mandalay_41802,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Myanmar, Mon",MMR_Mon_MM.MO_2132_MMR010,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Myanmar, Rakhine",MMR_Rakhine_MM.RA_2123_MMR011,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Myanmar, Sagaing",MMR_Sagaing_41820,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Myanmar, Shan-East",MMR_Shan-East_MM.SE_41774_MMR013,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Myanmar, Shan-North",MMR_Shan-North_MM.SN_41775_MMR014,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Myanmar, Shan-South",MMR_Shan-South_MM.SS_41776_MMR015,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Myanmar, Taninthayi",MMR_Taninthayi_MM.TA_2135_MMR016,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Myanmar, Yangon",MMR_Yangon_MM.YA_2136_MMR017,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Namibia,NAM,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Namibia, Caprivi",NAM_Caprivi_NA.CA_2137_NAM001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,1.5,..
"Namibia, Central",NAM_Central_AGG525,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Namibia, Erongo",NAM_Erongo_NA.ER_2138_NAM002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,3.6,..
"Namibia, Hardap",NAM_Hardap_NA.HA_2139_NAM003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,4.8,..
"Namibia, Karas",NAM_Karas_22267,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,1.5,..
"Namibia, Kavango",NAM_Kavango_NA.OK_2141_NAM005,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,3,..
"Namibia, Khomas",NAM_Khomas_NA.KH_2142_NAM006,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,2.9,..
"Namibia, Kunene",NAM_Kunene_NA.KU_2143_NAM007,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,0.9,..
"Namibia, Northeast",NAM_Northeast_AGG526,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Namibia, Northwest",NAM_Northwest_AGG527,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Namibia, Ohangwena",NAM_Ohangwena_22299,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,3.1,..
"Namibia, Omaheke",NAM_Omaheke_NA.OH_2145_NAM009,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,3.4,..
"Namibia, Omusati",NAM_Omusati_NA.OS_2146_NAM010,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,3.4,..
"Namibia, Oshana",NAM_Oshana_NA.ON_2147_NAM011,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,3.6,..
"Namibia, Oshikoto",NAM_Oshikoto_NA.OT_2148_NAM012,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,2.7,..
"Namibia, Otjozondjupa",NAM_Otjozondjupa_NA.OD_2149_NAM013,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,0.4,..
"Namibia, South",NAM_South_AGG528,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
Nepal,NPL,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Central",NPL_Central_NP.CE_2152_NPL001,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Central hill",NPL_Central_hill_MAL-132,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Central mountain",NPL_Central_mountain_MAL-133,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Central terai",NPL_Central_terai_MAL-134,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Eastern",NPL_Eastern_NP.EA_2153_NPL002,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Eastern hill",NPL_Eastern_hill_MAL-135,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Eastern mountain",NPL_Eastern_mountain_MAL-136,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Eastern terai",NPL_Eastern_terai_MAL-137,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Far Western",NPL_Far_Western_NP.FW_2154_NPL003,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Far-western hill",NPL_Far-western_hill_MAL-138,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Far-western terai",NPL_Far-western_terai_MAL-139,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
"Nepal, Hill",NPL_Hill_MAL-140,"Prevalence of severe wasting, weight for height (% of children under 5)",..,..,..,..,..
