Country Name,Country Code,Series Name,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
West Bank and Gaza,WBG,Agriculture value added per worker (constant 2010 US$),4524.545455,5377.440671,4852.603536,4231.20589,3911.622418,3801.85445
West Bank and Gaza,WBG,Employment in agriculture (% of total employment),11.80000019,11.89999962,11.5,10.5,..,..
World,WLD,Agriculture value added per worker (constant 2010 US$),1962.694552,2014.76498,2031.740188,2124.651811,2160.627358,2206.338266
World,WLD,Employment in agriculture (% of total employment),19.80827792,..,..,..,..,..
"Yemen, Rep.",YEM,Agriculture value added per worker (constant 2010 US$),..,..,..,..,..,..
"Yemen, Rep.",YEM,Employment in agriculture (% of total employment),24.70000076,..,..,..,..,..
Zambia,ZMB,Agriculture value added per worker (constant 2010 US$),622.5658733,649.0679491,653.124537,609.130992,639.3961552,573.5881101
Zambia,ZMB,Employment in agriculture (% of total employment),..,..,52.20000076,..,..,..
Zimbabwe,ZWE,Agriculture value added per worker (constant 2010 US$),371.1310455,371.93342,394.3165586,376.5194785,453.7502277,422.1793932
Zimbabwe,ZWE,Employment in agriculture (% of total employment),..,65.80000305,..,..,..,..
,,,,,,,,
,,,,,,,,
,,,,,,,,
Data from database: World Development Indicators,,,,,,,,
Last Updated: 08/10/2016,,,,,,,,
